signup_date,termination_date,membership_cost
2014-01-28,2014-06-27,1026.0
2014-01-18,2014-05-16,1328.0
2014-01-24,2014-06-22,1222.0
2014-01-15,2014-04-04,1420.0
2014-01-25,2014-06-25,1339.0
2014-01-04,2014-05-16,1234.0
2014-01-09,2014-06-30,1089.0
2014-01-31,2014-06-07,1240.0
2014-01-25,2014-06-27,1303.0
2014-01-16,2014-06-25,1172.0
2014-01-16,2014-05-19,1427.0
2014-01-09,2014-05-05,980.0
2014-01-10,2014-04-23,1375.0
2014-01-09,2014-04-11,1063.0
2014-01-28,2014-06-16,1433.0
2014-01-31,2014-03-16,1318.0
2014-01-09,2014-05-28,1124.0
2014-01-10,2014-06-18,864.0
2014-01-24,2014-04-13,1300.0
2014-01-09,2014-05-21,1404.0
2014-01-11,2014-05-29,1024.0
2014-01-13,2014-06-12,1119.0
2014-01-12,2014-03-16,1226.0
2014-01-11,2014-05-21,1240.0
2014-01-17,2014-06-01,1037.0
2014-01-18,2014-03-29,1077.0
2014-01-26,2014-04-30,1507.0
2014-01-18,2014-05-16,847.0
2014-01-09,2014-02-16,1331.0
2014-01-11,2014-06-20,1026.0
2014-01-18,2014-06-29,1341.0
2014-01-25,2014-04-26,1489.0
2014-01-22,2014-06-28,1262.0
2014-01-25,2014-06-29,1155.0
2014-01-26,2014-04-24,1383.0
2014-01-07,2014-03-04,1279.0
2014-01-04,2014-06-27,1366.0
2014-01-26,2014-06-22,960.0
2014-01-25,2014-07-01,1060.0
2014-01-31,2014-03-07,1256.0
2014-01-31,2014-06-18,1106.0
2014-01-22,2014-06-27,1423.0
2014-01-26,2014-04-08,1190.0
2014-01-10,2014-06-20,1537.0
2014-01-28,2014-06-26,1020.0
2014-01-05,2014-05-19,1563.0
2014-01-29,2014-04-24,905.0
2014-01-02,2014-05-23,1110.0
2014-01-27,2014-03-08,1706.0
2014-01-24,2014-06-30,1287.0
2014-01-17,2014-06-16,1811.0
2014-01-13,2014-05-14,1224.0
2014-01-17,2014-05-25,1419.0
2014-01-09,2014-06-18,1313.0
2014-01-15,2014-06-29,1136.0
2014-01-10,2014-05-17,840.0
2014-01-07,2014-05-01,1124.0
2014-01-22,2014-06-22,1174.0
2014-01-25,2014-06-26,1033.0
2014-01-11,2014-02-27,1267.0
2014-01-12,2014-06-30,1016.0
2014-01-12,2014-06-30,1174.0
2014-01-08,2014-06-18,1095.0
2014-01-16,2014-04-06,1039.0
2014-01-15,2014-04-17,1115.0
2014-01-08,2014-06-28,902.0
2014-01-06,2014-05-24,1146.0
2014-01-11,2014-03-26,1430.0
2014-01-21,2014-04-03,1011.0
2014-01-28,2014-05-17,929.0
2014-01-16,2014-06-07,869.0
2014-01-17,2014-06-24,1105.0
2014-01-10,2014-06-23,1008.0
2014-01-01,2014-06-15,979.0
2014-01-18,2014-06-26,1306.0
2014-01-25,2014-03-30,938.0
2014-01-18,2014-06-19,1205.0
2014-01-30,2014-03-05,1017.0
2014-01-16,2014-06-08,1011.0
2014-01-14,2014-06-28,1272.0
2014-01-24,2014-06-30,1224.0
2014-01-16,2014-05-11,1573.0
2014-01-13,2014-05-13,669.0
2014-01-01,2014-04-13,1272.0
2014-01-03,2014-06-29,995.0
2014-01-31,2014-04-05,1253.0
2014-01-12,2014-03-27,790.0
2014-01-30,2014-06-08,935.0
2014-01-08,2014-05-31,892.0
2014-01-19,2014-05-12,1226.0
2014-01-15,2014-05-31,1532.0
2014-01-31,2014-06-30,1541.0
2014-01-11,2014-06-19,972.0
2014-01-19,2014-05-23,1237.0
2014-01-25,2014-04-28,866.0
2014-01-31,2014-05-10,1344.0
2014-01-24,2014-07-01,1066.0
2014-01-22,2014-06-23,1068.0
2014-01-17,2014-03-29,1172.0
2014-01-26,2014-05-24,1319.0
2014-01-20,2014-03-18,1123.0
2014-01-09,2014-05-31,1189.0
2014-01-25,2014-06-27,1115.0
2014-01-06,2014-05-01,1376.0
2014-01-30,2014-06-11,927.0
2014-01-05,2014-05-11,1163.0
2014-01-24,2014-05-15,1051.0
2014-01-07,2014-02-19,968.0
2014-01-26,2014-04-27,1000.0
2014-01-19,2014-06-08,1294.0
2014-01-01,2014-05-10,1090.0
2014-01-08,2014-05-12,1124.0
2014-01-15,2014-06-26,1077.0
2014-01-24,2014-05-31,1072.0
2014-01-13,2014-05-05,993.0
2014-01-31,2014-05-08,1270.0
2014-01-24,2014-06-01,1526.0
2014-01-14,2014-06-29,927.0
2014-01-26,2014-04-04,1084.0
2014-01-08,2014-06-26,928.0
2014-01-11,2014-04-10,948.0
2014-01-24,2014-06-29,1172.0
2014-01-19,2014-04-01,1157.0
2014-01-16,2014-05-30,901.0
2014-01-11,2014-04-26,1010.0
2014-01-25,2014-05-17,1188.0
2014-01-17,2014-06-24,1419.0
2014-01-30,2014-06-28,1081.0
2014-01-18,2014-06-13,1116.0
2014-01-06,2014-06-01,972.0
2014-01-01,2014-06-15,1002.0
2014-01-15,2014-06-29,966.0
2014-01-23,2014-05-18,915.0
2014-01-24,2014-03-22,1211.0
2014-01-17,2014-03-10,1394.0
2014-01-11,2014-06-25,1523.0
2014-01-10,2014-02-23,1231.0
2014-01-10,2014-03-07,1280.0
2014-01-04,2014-06-21,1405.0
2014-01-16,2014-04-02,977.0
2014-01-03,2014-04-09,1290.0
2014-01-02,2014-06-16,1166.0
2014-01-17,2014-03-16,1099.0
2014-01-11,2014-03-09,1161.0
2014-01-14,2014-06-29,1357.0
2014-01-18,2014-05-11,920.0
2014-01-26,2014-06-28,1260.0
2014-01-11,2014-06-25,1278.0
2014-01-09,2014-05-29,1172.0
2014-01-17,2014-06-21,1090.0
2014-01-24,2014-04-24,1160.0
2014-01-19,2014-06-24,1108.0
2014-01-13,2014-06-21,987.0
2014-01-07,2014-06-12,1204.0
2014-01-11,2014-02-26,1534.0
2014-01-14,2014-05-19,1368.0
2014-01-14,2014-06-26,1297.0
2014-01-24,2014-06-06,1421.0
2014-01-12,2014-05-08,1090.0
2014-01-26,2014-06-26,840.0
2014-01-26,2014-03-13,1392.0
2014-01-22,2014-04-26,837.0
2014-01-19,2014-06-20,1314.0
2014-01-10,2014-06-18,1103.0
2014-01-11,2014-06-30,816.0
2014-01-25,2014-06-21,1137.0
2014-01-25,2014-06-28,1213.0
2014-01-10,2014-06-07,1432.0
2014-01-13,2014-04-18,1147.0
2014-01-26,2014-05-30,1098.0
2014-01-22,2014-06-25,1124.0
2014-01-02,2014-06-23,942.0
2014-01-12,2014-05-31,1429.0
2014-01-11,2014-06-28,1213.0
2014-01-19,2014-06-14,1049.0
2014-01-31,2014-06-08,1076.0
2014-01-04,2014-04-03,1458.0
2014-01-25,2014-06-26,875.0
2014-01-25,2014-03-16,1315.0
2014-01-17,2014-06-22,1110.0
2014-01-31,2014-03-03,1078.0
2014-01-30,2014-06-22,1294.0
2014-01-18,2014-06-28,1038.0
2014-01-27,2014-06-21,1234.0
2014-01-17,2014-06-29,750.0
2014-01-06,2014-06-17,807.0
2014-01-11,2014-06-27,1301.0
2014-01-09,2014-05-30,983.0
2014-01-25,2014-04-12,1422.0
2014-01-30,2014-06-29,1343.0
2014-01-20,2014-06-27,1404.0
2014-01-11,2014-06-23,1041.0
2014-01-18,2014-06-30,1225.0
2014-01-04,2014-05-22,1167.0
2014-01-22,2014-04-05,953.0
2014-01-30,2014-03-23,1197.0
2014-01-10,2014-06-10,1071.0
2014-01-31,2014-06-30,1286.0
2014-01-24,2014-03-16,1091.0
2014-01-13,2014-04-03,1090.0
2014-01-11,2014-03-01,1190.0
2014-01-11,2014-06-28,1289.0
2014-01-06,2014-04-20,829.0
2014-01-22,2014-04-25,1113.0
2014-01-09,2014-05-18,1248.0
2014-01-24,2014-05-02,1109.0
2014-01-18,2014-06-28,720.0
2014-01-26,2014-05-16,1230.0
2014-01-15,2014-06-19,985.0
2014-01-21,2014-06-26,1324.0
2014-01-13,2014-06-06,793.0
2014-01-09,2014-04-24,1191.0
2014-01-19,2014-06-19,1199.0
2014-01-23,2014-05-20,1046.0
2014-01-26,2014-06-30,1650.0
2014-01-25,2014-03-02,1550.0
2014-01-25,2014-02-18,1117.0
2014-01-25,2014-05-23,1255.0
2014-01-15,2014-06-15,1017.0
2014-01-19,2014-05-31,1253.0
2014-01-16,2014-03-06,1291.0
2014-01-04,2014-05-17,1409.0
2014-01-18,2014-04-04,1246.0
2014-01-17,2014-06-02,1095.0
2014-01-19,2014-06-09,1226.0
2014-01-30,2014-05-03,833.0
2014-01-30,2014-05-19,1308.0
2014-01-28,2014-03-22,1183.0
2014-01-30,2014-04-12,841.0
2014-01-20,2014-02-23,1175.0
2014-01-12,2014-06-29,1162.0
2014-01-22,2014-06-26,1192.0
2014-01-04,2014-03-16,1526.0
2014-01-16,2014-06-28,1115.0
2014-01-10,2014-02-24,1277.0
2014-01-18,2014-04-12,1315.0
2014-01-22,2014-06-30,1190.0
2014-01-27,2014-06-02,1287.0
2014-01-22,2014-06-29,1119.0
2014-01-02,2014-03-09,1391.0
2014-01-16,2014-03-15,1304.0
2014-01-04,2014-06-27,1413.0
2014-01-04,2014-03-18,1021.0
2014-01-26,2014-06-27,1019.0
2014-01-22,2014-06-30,1348.0
2014-01-18,2014-05-07,1271.0
2014-01-03,2014-06-29,1055.0
2014-01-20,2014-03-02,1479.0
2014-01-18,2014-06-20,1288.0
2014-01-23,2014-05-18,1417.0
2014-01-18,2014-03-30,958.0
2014-01-25,2014-05-31,1349.0
2014-01-30,2014-03-19,923.0
2014-01-01,2014-04-18,1228.0
2014-01-15,2014-05-21,1158.0
2014-01-11,2014-04-20,1200.0
2014-01-11,2014-05-15,1138.0
2014-01-30,2014-04-06,1068.0
2014-01-21,2014-06-29,1624.0
2014-01-22,2014-05-14,1372.0
2014-01-25,2014-06-14,1124.0
2014-01-21,2014-05-15,1168.0
2014-01-17,2014-05-04,1480.0
2014-01-13,2014-05-13,1293.0
2014-01-16,2014-06-01,811.0
2014-01-31,2014-06-29,1353.0
2014-01-25,2014-05-16,1446.0
2014-01-25,2014-06-21,1602.0
2014-01-17,2014-04-21,893.0
2014-01-20,2014-04-05,1015.0
2014-01-17,2014-05-19,1446.0
2014-01-31,2014-06-15,1080.0
2014-01-27,2014-06-24,1316.0
2014-01-30,2014-05-11,1279.0
2014-01-09,2014-04-02,1209.0
2014-01-01,2014-05-26,1249.0
2014-01-04,2014-06-29,846.0
2014-01-11,2014-02-20,1154.0
2014-01-04,2014-06-21,1335.0
2014-01-27,2014-05-09,1065.0
2014-01-01,2014-06-13,1285.0
2014-01-09,2014-06-21,863.0
2014-01-01,2014-02-24,1087.0
2014-01-20,2014-06-30,1044.0
2014-01-18,2014-06-05,1379.0
2014-01-25,2014-06-29,912.0
2014-01-18,2014-06-07,1282.0
2014-01-20,2014-05-16,1545.0
2014-01-10,2014-06-16,1347.0
2014-01-26,2014-04-04,1232.0
2014-01-08,2014-06-12,1267.0
2014-01-01,2014-03-28,824.0
2014-01-17,2014-06-07,1014.0
2014-01-10,2014-04-11,1420.0
2014-01-11,2014-06-28,1164.0
2014-01-31,2014-06-29,1577.0
2014-01-17,2014-06-27,1145.0
2014-01-18,2014-06-08,1434.0
2014-01-26,2014-06-21,1430.0
2014-01-28,2014-07-01,1402.0
2014-01-11,2014-03-23,1380.0
2014-01-30,2014-05-15,1368.0
2014-01-20,2014-06-25,1135.0
2014-01-09,2014-05-24,777.0
2014-01-25,2014-02-28,856.0
2014-01-19,2014-06-24,1149.0
2014-01-26,2014-06-22,1255.0
2014-01-17,2014-03-15,1265.0
2014-01-18,2014-04-27,1074.0
2014-01-17,2014-06-10,1105.0
2014-01-10,2014-06-29,1308.0
2014-01-01,2014-05-10,920.0
2014-01-19,2014-05-11,1220.0
2014-01-15,2014-02-21,846.0
2014-01-13,2014-04-14,904.0
2014-01-19,2014-04-10,1088.0
2014-01-12,2014-06-20,1158.0
2014-01-01,2014-05-05,927.0
2014-01-27,2014-05-01,1097.0
2014-01-25,2014-06-30,1307.0
2014-01-24,2014-06-08,1420.0
2014-01-31,2014-06-29,1285.0
2014-01-29,2014-05-20,1016.0
2014-01-25,2014-05-14,1087.0
2014-01-20,2014-04-27,1095.0
2014-01-03,2014-06-27,1047.0
2014-01-10,2014-04-06,1621.0
2014-01-31,2014-02-19,1155.0
2014-01-23,2014-06-27,1221.0
2014-01-16,2014-06-05,1089.0
2014-01-02,2014-04-29,1253.0
2014-01-26,2014-03-23,1369.0
2014-01-31,2014-05-18,1205.0
2014-01-08,2014-04-27,757.0
2014-01-14,2014-06-30,1042.0
2014-01-11,2014-06-30,1238.0
2014-01-17,2014-04-20,1305.0
2014-01-11,2014-06-28,1158.0
2014-01-12,2014-06-15,1123.0
2014-01-06,2014-05-29,1468.0
2014-01-05,2014-06-11,1539.0
2014-01-27,2014-06-30,1193.0
2014-01-31,2014-06-27,1485.0
2014-01-08,2014-03-15,1080.0
2014-01-18,2014-06-29,1271.0
2014-01-02,2014-05-24,1295.0
2014-01-13,2014-06-21,1239.0
2014-01-19,2014-06-15,886.0
2014-01-26,2014-03-02,1128.0
2014-01-27,2014-05-30,1407.0
2014-01-21,2014-06-30,990.0
2014-01-25,2014-02-19,1243.0
2014-01-07,2014-04-29,1139.0
2014-01-09,2014-06-27,1302.0
2014-01-15,2014-06-22,873.0
2014-01-24,2014-03-06,1161.0
2014-01-05,2014-06-01,1147.0
2014-01-14,2014-06-08,1222.0
2014-01-07,2014-06-14,1003.0
2014-01-24,2014-03-18,1240.0
2014-01-15,2014-06-28,1095.0
2014-01-07,2014-06-16,1240.0
2014-01-11,2014-06-01,1258.0
2014-01-31,2014-06-29,907.0
2014-01-21,2014-06-09,1162.0
2014-01-14,2014-06-28,1147.0
2014-01-15,2014-06-01,1310.0
2014-01-17,2014-06-29,1100.0
2014-01-26,2014-02-28,1525.0
2014-01-25,2014-02-16,1127.0
2014-01-01,2014-04-03,975.0
2014-01-30,2014-05-29,1534.0
2014-01-11,2014-05-13,1152.0
2014-01-10,2014-06-07,1260.0
2014-01-21,2014-04-07,1249.0
2014-01-01,2014-06-04,1154.0
2014-01-15,2014-06-10,1321.0
2014-01-09,2014-04-29,1195.0
2014-01-29,2014-05-31,991.0
2014-01-22,2014-05-17,1225.0
2014-01-29,2014-05-19,1010.0
2014-01-11,2014-06-14,1132.0
2014-01-01,2014-05-12,1296.0
2014-01-20,2014-05-28,1255.0
2014-01-12,2014-05-11,1524.0
2014-01-23,2014-05-19,755.0
2014-01-23,2014-06-28,1091.0
2014-01-03,2014-02-22,1186.0
2014-01-18,2014-06-11,1258.0
2014-01-20,2014-05-05,1183.0
2014-01-11,2014-06-15,1007.0
2014-01-24,2014-06-28,1137.0
2014-01-10,2014-05-16,1256.0
2014-01-24,2014-06-07,1120.0
2014-01-13,2014-04-03,947.0
2014-01-26,2014-06-28,1261.0
2014-01-20,2014-06-27,1165.0
2014-01-10,2014-05-04,1449.0
2014-01-18,2014-05-25,1202.0
2014-01-06,2014-06-26,1091.0
2014-01-02,2014-03-23,1576.0
2014-01-20,2014-03-16,1337.0
2014-01-26,2014-05-07,871.0
2014-01-05,2014-06-28,1112.0
2014-01-28,2014-02-21,979.0
2014-01-11,2014-06-28,1539.0
2014-01-16,2014-02-21,972.0
2014-01-28,2014-03-08,1150.0
2014-01-23,2014-06-25,1088.0
2014-01-30,2014-04-18,1002.0
2014-01-06,2014-06-27,1154.0
2014-01-08,2014-06-22,1300.0
2014-01-17,2014-03-15,781.0
2014-01-01,2014-06-14,1087.0
2014-01-16,2014-03-01,1684.0
2014-01-23,2014-03-21,1498.0
2014-01-08,2014-06-30,1410.0
2014-01-22,2014-06-04,1349.0
2014-01-06,2014-07-01,1021.0
2014-01-24,2014-04-18,1318.0
2014-01-04,2014-06-19,981.0
2014-01-19,2014-06-08,1558.0
2014-01-10,2014-04-30,1013.0
2014-01-04,2014-03-17,1073.0
2014-01-04,2014-06-16,1066.0
2014-01-01,2014-06-28,930.0
2014-01-04,2014-04-26,1307.0
2014-01-26,2014-06-19,1510.0
2014-01-25,2014-06-29,1434.0
2014-01-12,2014-04-27,1063.0
2014-01-30,2014-04-27,1408.0
2014-01-04,2014-05-30,1319.0
2014-01-12,2014-02-28,1354.0
2014-01-31,2014-02-23,1201.0
2014-01-06,2014-06-12,1398.0
2014-01-04,2014-06-08,684.0
2014-01-29,2014-04-26,1106.0
2014-01-26,2014-04-28,993.0
2014-01-14,2014-06-30,994.0
2014-01-26,2014-03-06,1371.0
2014-01-29,2014-05-13,1156.0
2014-01-25,2014-02-28,1118.0
2014-01-19,2014-05-25,1519.0
2014-01-21,2014-06-27,1318.0
2014-01-06,2014-05-15,1036.0
2014-01-09,2014-06-07,1263.0
2014-01-14,2014-05-07,873.0
2014-01-04,2014-02-17,1071.0
2014-01-11,2014-06-07,706.0
2014-01-03,2014-06-29,1311.0
2014-01-17,2014-03-28,1188.0
2014-01-25,2014-04-19,896.0
2014-01-29,2014-06-28,1392.0
2014-01-19,2014-03-28,1332.0
2014-01-16,2014-05-13,1651.0
2014-01-30,2014-05-31,979.0
2014-01-18,2014-04-01,1349.0
2014-01-10,2014-03-22,940.0
2014-01-29,2014-06-29,1236.0
2014-01-15,2014-06-21,968.0
2014-01-09,2014-06-07,1113.0
2014-01-08,2014-06-20,1164.0
2014-01-28,2014-04-30,937.0
2014-01-17,2014-06-14,1231.0
2014-01-11,2014-06-26,902.0
2014-01-02,2014-06-14,1366.0
2014-01-27,2014-04-08,1251.0
2014-01-08,2014-05-08,1048.0
2014-01-18,2014-05-25,1296.0
2014-01-17,2014-05-31,1315.0
2014-01-29,2014-04-13,1165.0
2014-01-20,2014-05-20,1016.0
2014-01-25,2014-05-11,1170.0
2014-01-11,2014-06-30,877.0
2014-01-05,2014-02-18,1404.0
2014-01-25,2014-06-30,1234.0
2014-01-02,2014-03-20,705.0
2014-01-26,2014-06-21,1220.0
2014-01-26,2014-06-21,1319.0
2014-01-25,2014-06-26,1250.0
2014-01-19,2014-06-20,1224.0
2014-01-01,2014-04-12,1277.0
2014-01-10,2014-06-22,1359.0
2014-01-01,2014-05-24,1307.0
2014-01-02,2014-03-02,1273.0
2014-01-08,2014-06-29,981.0
2014-01-18,2014-04-13,1531.0
2014-01-04,2014-06-27,917.0
2014-01-28,2014-02-18,1568.0
2014-01-18,2014-04-28,1251.0
2014-01-31,2014-04-26,1062.0
2014-01-10,2014-06-07,1106.0
2014-01-09,2014-03-13,1183.0
2014-01-09,2014-04-16,1325.0
2014-01-25,2014-06-29,1002.0
2014-01-21,2014-03-26,1465.0
2014-01-19,2014-05-03,880.0
2014-01-01,2014-03-19,1156.0
2014-01-09,2014-06-21,1305.0
2014-01-11,2014-06-08,952.0
2014-01-08,2014-06-20,1021.0
2014-01-10,2014-05-17,1193.0
2014-01-07,2014-04-11,1164.0
2014-01-11,2014-05-23,1137.0
2014-01-17,2014-04-19,1270.0
2014-01-08,2014-04-18,1489.0
2014-01-08,2014-05-02,1163.0
2014-01-04,2014-03-15,1459.0
2014-01-17,2014-05-24,1101.0
2014-01-03,2014-06-13,932.0
2014-01-27,2014-05-03,1105.0
2014-01-14,2014-06-30,1349.0
2014-01-07,2014-04-22,1502.0
2014-01-01,2014-05-11,624.0
2014-01-02,2014-05-11,1087.0
2014-01-18,2014-05-09,1326.0
2014-01-04,2014-05-18,1421.0
2014-01-09,2014-02-27,763.0
2014-01-31,2014-06-26,763.0
2014-01-16,2014-06-21,985.0
2014-01-30,2014-06-09,1018.0
2014-01-21,2014-03-28,1032.0
2014-01-23,2014-06-25,1301.0
2014-01-14,2014-05-24,1528.0
2014-01-28,2014-06-26,1275.0
2014-01-08,2014-05-06,992.0
2014-01-11,2014-03-07,1087.0
2014-01-23,2014-04-08,909.0
2014-01-16,2014-06-15,1165.0
2014-01-15,2014-06-26,1276.0
2014-01-17,2014-06-01,1342.0
2014-01-10,2014-06-01,1047.0
2014-01-10,2014-06-23,937.0
2014-01-31,2014-05-04,1234.0
2014-01-23,2014-06-15,605.0
2014-01-08,2014-06-28,1233.0
2014-01-03,2014-06-10,1137.0
2014-01-19,2014-04-30,812.0
2014-01-17,2014-06-15,1046.0
2014-01-20,2014-03-09,1388.0
2014-01-19,2014-05-24,1420.0
2014-01-08,2014-03-19,1114.0
2014-01-18,2014-04-27,1293.0
2014-01-05,2014-06-19,1316.0
2014-01-04,2014-06-06,1017.0
2014-01-03,2014-05-29,1345.0
2014-01-10,2014-04-16,1406.0
2014-01-04,2014-03-16,1247.0
2014-01-25,2014-06-05,1264.0
2014-01-11,2014-06-29,1100.0
2014-01-27,2014-06-24,985.0
2014-01-04,2014-06-28,1618.0
2014-01-04,2014-06-06,1243.0
2014-01-16,2014-06-02,1270.0
2014-01-20,2014-05-06,1212.0
2014-01-24,2014-06-29,1236.0
2014-01-28,2014-06-09,1289.0
2014-01-13,2014-05-23,909.0
2014-01-06,2014-06-28,1283.0
2014-01-02,2014-05-11,1234.0
2014-01-12,2014-05-10,832.0
2014-01-09,2014-05-06,1130.0
2014-01-24,2014-07-01,1314.0
2014-01-12,2014-05-11,1306.0
2014-01-14,2014-06-08,1418.0
2014-01-15,2014-03-13,1097.0
2014-01-28,2014-03-09,1509.0
2014-01-27,2014-03-28,905.0
2014-01-17,2014-06-29,925.0
2014-01-30,2014-06-18,1205.0
2014-01-19,2014-05-28,883.0
2014-01-24,2014-02-26,1440.0
2014-01-17,2014-06-28,1096.0
2014-01-12,2014-06-15,879.0
2014-01-22,2014-06-20,1143.0
2014-01-19,2014-05-30,1442.0
2014-01-26,2014-06-28,954.0
2014-01-27,2014-06-05,1362.0
2014-01-17,2014-06-29,1377.0
2014-01-20,2014-06-08,1404.0
2014-01-03,2014-06-21,1609.0
2014-01-19,2014-07-01,1330.0
2014-01-26,2014-05-10,1522.0
2014-01-27,2014-06-15,1049.0
2014-01-28,2014-03-12,1380.0
2014-01-17,2014-06-26,1378.0
2014-01-04,2014-05-05,1235.0
2014-01-13,2014-06-29,1240.0
2014-01-23,2014-06-28,1337.0
2014-01-30,2014-06-25,1275.0
2014-01-19,2014-03-02,1206.0
2014-01-17,2014-06-27,1089.0
2014-01-22,2014-05-13,1015.0
2014-01-25,2014-06-27,1255.0
2014-01-18,2014-03-02,1055.0
2014-01-22,2014-06-28,638.0
2014-01-15,2014-05-12,1113.0
2014-01-23,2014-06-18,1267.0
2014-01-28,2014-02-16,1324.0
2014-01-25,2014-05-11,884.0
2014-01-14,2014-05-23,941.0
2014-01-04,2014-06-22,1038.0
2014-01-31,2014-03-06,1201.0
2014-01-19,2014-03-19,1235.0
2014-01-20,2014-06-16,866.0
2014-01-14,2014-06-29,1339.0
2014-01-03,2014-05-08,954.0
2014-01-27,2014-04-25,1332.0
2014-01-02,2014-03-25,1497.0
2014-01-06,2014-06-28,1126.0
2014-01-10,2014-06-08,1079.0
2014-01-02,2014-06-21,1433.0
2014-01-20,2014-05-11,1197.0
2014-01-17,2014-02-24,919.0
2014-01-25,2014-06-23,1393.0
2014-01-12,2014-06-29,1239.0
2014-01-14,2014-03-18,1162.0
2014-01-12,2014-03-05,1079.0
2014-01-18,2014-06-06,1507.0
2014-01-22,2014-05-19,1213.0
2014-01-11,2014-05-31,1402.0
2014-01-25,2014-06-21,1079.0
2014-01-11,2014-06-26,1039.0
2014-01-08,2014-06-26,1307.0
2014-01-28,2014-02-22,757.0
2014-01-22,2014-06-30,1166.0
2014-01-08,2014-04-20,927.0
2014-01-18,2014-06-07,1259.0
2014-01-16,2014-03-24,1164.0
2014-01-02,2014-05-22,1517.0
2014-01-10,2014-03-09,1263.0
2014-01-25,2014-06-29,1076.0
2014-01-11,2014-06-10,1361.0
2014-01-16,2014-06-15,1232.0
2014-01-01,2014-06-29,838.0
2014-01-22,2014-02-22,1079.0
2014-01-22,2014-06-19,1397.0
2014-01-11,2014-06-27,1045.0
2014-01-13,2014-03-26,1180.0
2014-01-18,2014-06-05,1171.0
2014-01-10,2014-06-29,1192.0
2014-01-31,2014-05-27,1362.0
2014-01-01,2014-06-27,1380.0
2014-01-11,2014-07-01,996.0
2014-01-17,2014-03-14,1159.0
2014-01-23,2014-05-30,1039.0
2014-01-25,2014-06-01,1209.0
2014-01-06,2014-06-22,1042.0
2014-01-24,2014-06-29,1499.0
2014-01-16,2014-02-21,1200.0
2014-01-29,2014-06-27,1705.0
2014-01-22,2014-04-12,1118.0
2014-01-10,2014-04-27,1168.0
2014-01-22,2014-05-04,1215.0
2014-01-07,2014-03-18,1551.0
2014-01-20,2014-07-01,950.0
2014-01-30,2014-04-26,1044.0
2014-01-09,2014-04-24,654.0
2014-01-08,2014-05-17,976.0
2014-01-23,2014-04-08,1354.0
2014-01-23,2014-02-27,1425.0
2014-01-19,2014-06-10,1270.0
2014-01-17,2014-06-12,1014.0
2014-01-18,2014-05-01,1202.0
2014-01-02,2014-05-25,1307.0
2014-01-22,2014-06-07,901.0
2014-01-28,2014-05-25,1505.0
2014-01-11,2014-06-20,1440.0
2014-01-31,2014-06-30,1277.0
2014-01-14,2014-06-01,1229.0
2014-01-01,2014-05-26,1455.0
2014-01-04,2014-03-16,998.0
2014-01-31,2014-05-10,1260.0
2014-01-19,2014-06-14,1334.0
2014-01-25,2014-06-27,1314.0
2014-01-31,2014-04-13,862.0
2014-01-02,2014-06-21,1138.0
2014-01-25,2014-03-12,625.0
2014-01-09,2014-05-31,911.0
2014-01-14,2014-06-19,827.0
2014-01-10,2014-06-28,1549.0
2014-01-21,2014-02-27,828.0
2014-01-22,2014-06-29,1243.0
2014-01-10,2014-04-12,1284.0
2014-01-12,2014-02-17,1212.0
2014-01-18,2014-06-03,1171.0
2014-01-08,2014-05-25,1033.0
2014-01-11,2014-06-27,1048.0
2014-01-30,2014-03-17,1011.0
2014-01-08,2014-02-19,969.0
2014-01-27,2014-06-17,1172.0
2014-01-18,2014-06-26,1113.0
2014-01-19,2014-05-10,1089.0
2014-01-18,2014-06-29,1188.0
2014-01-08,2014-03-19,1342.0
2014-01-04,2014-06-22,941.0
2014-01-04,2014-03-08,1233.0
2014-01-27,2014-05-09,1189.0
2014-01-04,2014-04-05,1140.0
2014-01-03,2014-03-16,897.0
2014-01-18,2014-06-28,927.0
2014-01-14,2014-06-23,1146.0
2014-01-04,2014-06-24,1034.0
2014-01-16,2014-06-01,795.0
2014-01-26,2014-06-22,1013.0
2014-01-17,2014-06-16,1253.0
2014-01-11,2014-06-29,1171.0
2014-01-04,2014-06-14,1687.0
2014-01-09,2014-03-11,1496.0
2014-01-05,2014-06-27,1156.0
2014-01-23,2014-05-17,1476.0
2014-01-29,2014-05-16,1120.0
2014-01-17,2014-06-20,1105.0
2014-01-25,2014-06-24,1479.0
2014-01-13,2014-06-01,1300.0
2014-01-30,2014-04-27,1256.0
2014-01-02,2014-06-28,1195.0
2014-01-29,2014-05-06,1372.0
2014-01-27,2014-06-26,1080.0
2014-01-03,2014-06-29,1120.0
2014-01-09,2014-05-15,1196.0
2014-01-20,2014-06-29,1113.0
2014-01-17,2014-04-29,1154.0
2014-01-12,2014-06-28,1658.0
2014-01-31,2014-05-18,1349.0
2014-01-18,2014-05-28,1487.0
2014-01-10,2014-06-15,1234.0
2014-01-10,2014-04-10,897.0
2014-01-02,2014-06-22,1516.0
2014-01-11,2014-03-29,1630.0
2014-01-06,2014-06-12,1163.0
2014-01-11,2014-06-13,1076.0
2014-01-29,2014-04-12,1230.0
2014-01-29,2014-06-23,1388.0
2014-01-06,2014-04-15,1309.0
2014-01-22,2014-06-29,1270.0
2014-01-17,2014-06-19,1212.0
2014-01-09,2014-04-20,1254.0
2014-01-24,2014-06-07,844.0
2014-01-25,2014-03-03,1131.0
2014-01-11,2014-05-31,1302.0
2014-01-25,2014-06-22,1386.0
2014-01-11,2014-05-23,1033.0
